lab,A1C,glucose,site,c_name,c_totalnum,c_basecode
,,,,Glucose^45M post 50 g lactose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:11032-0),0,\N
,,,,Glucose^15M post 100 g glucose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:11142-7),0,\N
,,,,Glucose^45M post 100 g glucose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:11143-5),0,\N
,,,,Glucose^2H post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:12610-2),0,\N
,,,,Glucose^7H post meal:MCnc:Pt:Ser/Plas:Qn (LOINC:12614-4),0,\N
,,,,Glucose^1st specimen post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:12615-1),0,\N
,,,,Glucose^6th specimen post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:12620-1),0,\N
,,,,Glucose^9th specimen post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:12621-9),0,\N
,,,,Glucose^10th specimen post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:12622-7),0,\N
,,,,Glucose^11th specimen post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:12623-5),0,\N
,,,,Glucose^12th specimen post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:12624-3),0,\N
,,,,Glucose^13th specimen post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:12625-0),0,\N
,,,,Glucose^15th specimen post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:12627-6),0,\N
,,,,Glucose^8th specimen post XXX challenge:MCnc:Pt:Dial fld prt:Qn (LOINC:12637-5),0,\N
,,,,Glucose^pre dose lactose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:12638-3),0,\N
,,,,Glucose^15M post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:12639-1),0,\N
,,,,Glucose^6.5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:12640-9),0,\N
,,,,Glucose^7H post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:12641-7),0,\N
,,,,Glucose^7.5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:12642-5),0,\N
,,,,Glucose^8H post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:12643-3),0,\N
,,,,Glucose^9H post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:12644-1),0,\N
,,,,Glucose^10H post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:12645-8),0,\N
,,,,Glucose^1H post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:12646-6),0,\N
,,,,Glucose^12H post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:12647-4),0,\N
,,,,Glucose^15M post dose lactose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:12648-2),0,\N
,,,,Glucose^6th specimen post dose lactose:MCnc:Pt:Ser/Plas:Qn (LOINC:12649-0),0,\N
,,,,Glucose^3.5H post dose lactose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:12650-8),0,\N
,,,,Glucose^10M pre XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:12651-6),0,\N
,,,,Glucose^2M post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:12652-4),0,\N
,,,,Glucose^8M post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:12653-2),0,\N
,,,,Glucose^10M post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:12654-0),0,\N
,,,,Glucose^20M post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:12655-7),0,\N
,,,,Glucose^4M post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:12656-5),0,\N
,,,,Glucose^40M post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:12657-3),0,\N
,,,,Glucose^50M post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:12658-1),0,\N
,,,,Glucose^70M post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:12659-9),0,\N
,,,,Glucose^3H post 50 g lactose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:13606-9),0,\N
,,,,Glucose^4H post 50 g lactose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:13607-7),0,\N
,,,,Glucose^2.5H post 50 g lactose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:13865-1),0,\N
,,,,Glucose^5H post 50 g lactose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:13866-9),0,\N
,,,,Glucose^5.5H post 75 g glucose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:14137-4),0,\N
,,,,Glucose^1.5H post 50 g lactose PO:SCnc:Pt:Ser/Plas:Qn (LOINC:14751-2),0,\N
,,,,Glucose^1.5H post dose glucose:SCnc:Pt:Ser/Plas:Qn (LOINC:14752-0),1,\N
,,,,Glucose^1H post 100 g glucose PO:SCnc:Pt:Ser/Plas:Qn (LOINC:14753-8),0,\N
,,,,Glucose^1H post 50 g glucose PO:SCnc:Pt:Ser/Plas:Qn (LOINC:14754-6),0,\N
,,,,Glucose^1H post 50 g lactose PO:SCnc:Pt:Ser/Plas:Qn (LOINC:14755-3),0,\N
,,,,Glucose^2H post 100 g glucose PO:SCnc:Pt:Ser/Plas:Qn (LOINC:14757-9),0,\N
,,,,Glucose^2H post 50 g lactose PO:SCnc:Pt:Ser/Plas:Qn (LOINC:14758-7),0,\N
,,,,Glucose^2H post dose glucose:SCnc:Pt:Ser/Plas:Qn (LOINC:14759-5),0,\N
,,,,Glucose^2H post meal:SCnc:Pt:BldC:Qn (LOINC:14760-3),0,\N
,,,,Glucose^2H post meal:SCnc:Pt:Ser/Plas:Qn (LOINC:14761-1),0,\N
,,,,Glucose^30M post 50 g lactose PO:SCnc:Pt:Ser/Plas:Qn (LOINC:14762-9),0,\N
,,,,Glucose^30M post dose glucose:SCnc:Pt:Ser/Plas:Qn (LOINC:14763-7),0,\N
,,,,Glucose^3H post 100 g glucose PO:SCnc:Pt:Ser/Plas:Qn (LOINC:14764-5),0,\N
,,,,Glucose^3H post dose glucose:SCnc:Pt:Ser/Plas:Qn (LOINC:14765-2),0,\N
,,,,Glucose^4H post dose glucose:SCnc:Pt:Ser/Plas:Qn (LOINC:14766-0),0,\N
,,,,Glucose^5H post dose glucose:SCnc:Pt:Ser/Plas:Qn (LOINC:14767-8),0,\N
,,,,Glucose^baseline:SCnc:Pt:Ser/Plas:Qn (LOINC:14768-6),0,\N
,,,,Glucose^pre 12H CFst:SCnc:Pt:Ser/Plas:Qn (LOINC:14769-4),0,\N
,,,,Glucose^post CFst:SCnc:Pt:BldC:Qn:Glucometer (LOINC:14770-2),0,\N
,,,,Glucose^post CFst:SCnc:Pt:Ser/Plas:Qn (LOINC:14771-0),0,\N
,,,,Glucose^30M post 100 g glucose PO:MCnc:Pt:Urine:Qn (LOINC:1491-0),0,\N
,,,,Glucose^1.5H post 0.5 g/kg glucose IV:MCnc:Pt:Ser/Plas:Qn (LOINC:1492-8),0,\N
,,,,Glucose^1.5H post 0.05-0.15 U insulin/kg IV post 12H CFst:MCnc:Pt:Ser/Plas:Qn (LOINC:1493-6),0,\N
,,,,Glucose^1.5H post 100 g glucose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:1494-4),0,\N
,,,,Glucose^1.5H post 100 g glucose PO:MCnc:Pt:Urine:Qn (LOINC:1495-1),0,\N
,,,,Glucose^1.5H post 75 g glucose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:1496-9),0,\N
,,,,Glucose^1.5H post dose insulin IV:MCnc:Pt:Ser/Plas:Qn (LOINC:1497-7),0,\N
,,,,Glucose^10M post 0.5 g/kg glucose IV:MCnc:Pt:Ser/Plas:Qn (LOINC:1498-5),0,\N
,,,,Glucose^1H post 0.5 g/kg glucose IV:MCnc:Pt:Ser/Plas:Qn (LOINC:1499-3),0,\N
,,,,Glucose^2H post 75 g glucose PO:SCnc:Pt:Ser/Plas:Qn (LOINC:14995-5),0,\N
,,,,Glucose^pre 75 g glucose PO:SCnc:Pt:Ser/Plas:Qn (LOINC:14996-3),0,\N
,,,,Glucose^1H post 0.05-0.15 U insulin/kg IV post 12H CFst:MCnc:Pt:Ser/Plas:Qn (LOINC:1500-8),0,\N
,,,,Glucose^1H post 100 g glucose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:1501-6),11436,\N
,,,,Glucose^1H post 100 g glucose PO:MCnc:Pt:Urine:Qn (LOINC:1503-2),0,\N
,,,,Glucose^1H post 50 g glucose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:1504-0),37398,\N
,,,,Glucose^1H post 50 g glucose PO:MCnc:Pt:Urine:Qn (LOINC:1505-7),0,\N
,,,,Glucose^1H post 50 g lactose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:1506-5),0,\N
,,,,Glucose^1H post 75 g glucose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:1507-3),831,\N
,,,,Glucose^1H post 75 g glucose PO:MCnc:Pt:Urine:Qn (LOINC:1509-9),0,\N
,,,,Glucose^1H post dose insulin IV:MCnc:Pt:Ser/Plas:Qn (LOINC:1510-7),0,\N
,,,,Glucose^1M post 0.5 g/kg glucose IV:MCnc:Pt:Ser/Plas:Qn (LOINC:1512-3),0,\N
,,,,Glucose^20M post 0.5 g/kg glucose IV:MCnc:Pt:Ser/Plas:Qn (LOINC:1513-1),0,\N
,,,,Glucose^2H post 100 g glucose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:1514-9),11403,\N
,,,,Glucose^2H post 100 g glucose PO:MCnc:Pt:Urine:Qn (LOINC:1516-4),0,\N
,,,,Glucose^2H post 50 g lactose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:1517-2),0,\N
,,,,Glucose^2H post 75 g glucose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:1518-0),6169,\N
,,,,Glucose^2H post 75 g glucose PO:MCnc:Pt:Urine:Qn (LOINC:1520-6),0,\N
,,,,Glucose^2H post meal:MCnc:Pt:Ser/Plas:Qn (LOINC:1521-4),0,\N
,,,,Glucose^30M post 0.5 g/kg glucose IV:MCnc:Pt:Ser/Plas:Qn (LOINC:1522-2),0,\N
,,,,Glucose^30M post 0.05-0.15 U insulin/kg IV post 12H CFst:MCnc:Pt:Ser/Plas:Qn (LOINC:1523-0),0,\N
,,,,Glucose^30M post 0.1 U/kg insulin:MCnc:Pt:Ser/Plas:Qn (LOINC:1524-8),0,\N
,,,,Glucose^30M post 100 g glucose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:1525-5),0,\N
,,,,Glucose^30M post 50 g lactose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:1526-3),0,\N
,,,,Glucose^30M post 75 g glucose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:1527-1),41,\N
,,,,Glucose^30M post dose insulin IV:MCnc:Pt:Ser/Plas:Qn (LOINC:1528-9),0,\N
,,,,Glucose^3H post 100 g glucose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:1530-5),11746,\N
,,,,Glucose^3H post 100 g glucose PO:MCnc:Pt:Urine:Qn (LOINC:1532-1),0,\N
,,,,Glucose^3H post 75 g glucose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:1533-9),634,\N
,,,,Glucose^3M post 0.5 g/kg glucose IV:MCnc:Pt:Ser/Plas:Qn (LOINC:1534-7),0,\N
,,,,Glucose^40M post 0.5 g/kg glucose IV:MCnc:Pt:Ser/Plas:Qn (LOINC:1535-4),0,\N
,,,,Glucose^45M post dose insulin IV:MCnc:Pt:Ser/Plas:Qn (LOINC:1536-2),0,\N
,,,,Glucose^4H post 100 g glucose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:1537-0),0,\N
,,,,Glucose^4H post 100 g glucose PO:MCnc:Pt:Urine:Qn (LOINC:1538-8),0,\N
,,,,Glucose^4H post 75 g glucose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:1539-6),0,\N
,,,,Glucose^5H post 100 g glucose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:1540-4),0,\N
,,,,Glucose^5H post 100 g glucose PO:MCnc:Pt:Urine:Qn (LOINC:1541-2),0,\N
,,,,Glucose^5H post 75 g glucose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:1542-0),0,\N
,,,,Glucose^5M post 0.5 g/kg glucose IV:MCnc:Pt:Ser/Plas:Qn (LOINC:1543-8),0,\N
,,,,Glucose^6H post 100 g glucose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:1544-6),0,\N
,,,,Glucose^6H post 100 g glucose PO:MCnc:Pt:Urine:Qn (LOINC:1546-1),0,\N
,,,,Glucose^baseline:MCnc:Pt:Ser/Plas:Qn (LOINC:1547-9),0,\N
,,,,Glucose^pre 0.5 g/kg glucose IV:MCnc:Pt:Ser/Plas:Qn (LOINC:1548-7),0,\N
,,,,Glucose^pre 100 g glucose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:1549-5),11372,\N
,,,,Glucose^pre 12H CFst:MCnc:Pt:Ser/Plas:Qn (LOINC:1550-3),0,\N
,,,,Glucose^pre 50 g lactose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:1551-1),0,\N
,,,,Glucose^pre 75 g glucose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:1552-9),0,\N
,,,,Glucose^pre dose insulin IV:MCnc:Pt:Ser/Plas:Qn (LOINC:1553-7),0,\N
,,,,Glucose^post 12H CFst:MCnc:Pt:Ser/Plas:Qn (LOINC:1554-5),0,\N
,,,,Glucose^1st specimen post XXX challenge:ACnc:Pt:Urine:Ord (LOINC:16904-5),0,\N
,,,,Glucose^2nd specimen post XXX challenge:ACnc:Pt:Urine:Ord (LOINC:16905-2),0,\N
,,,,Glucose^3rd specimen post XXX challenge:ACnc:Pt:Urine:Ord (LOINC:16906-0),0,\N
,,,,Glucose^4th specimen post XXX challenge:ACnc:Pt:Urine:Ord (LOINC:16907-8),0,\N
,,,,Glucose^5th specimen post XXX challenge:ACnc:Pt:Urine:Ord (LOINC:16908-6),0,\N
,,,,Glucose^6th specimen post XXX challenge:ACnc:Pt:Urine:Ord (LOINC:16909-4),0,\N
,,,,Glucose^7th specimen post XXX challenge:ACnc:Pt:Urine:Ord (LOINC:16910-2),0,\N
,,,,Glucose^8th specimen post XXX challenge:ACnc:Pt:Urine:Ord (LOINC:16911-0),0,\N
,,,,Glucose^9th specimen post XXX challenge:ACnc:Pt:Urine:Ord (LOINC:16912-8),0,\N
,,,,Glucose^post CFst:ACnc:Pt:Urine:Ord (LOINC:16913-6),0,\N
,,,,Glucose^post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:16914-4),0,\N
,,,,Glucose^post meal:MCnc:Pt:Ser/Plas:Qn (LOINC:16915-1),0,\N
,,,,Glucose^post dose glucose:Imp:Pt:Ser/Plas:Nom (LOINC:18296-4),0,\N
,,,,Glucose^3H post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:18342-6),0,\N
,,,,Glucose^6H post 50 g lactose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:18353-3),0,\N
,,,,Glucose^12H post 50 g lactose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:18354-1),0,\N
,,,,Glucose^1H post dose glucose:Imp:Pt:Ser/Plas:Nom (LOINC:19104-9),0,\N
,,,,Glucose^3H post dose glucose:Imp:Pt:Ser/Plas:Nom (LOINC:19105-6),0,\N
,,,,Glucose^2H post dose glucose:MCnc:Pt:Ser/Plas:Qn (LOINC:20436-2),22,\N
,,,,Glucose^3H post dose glucose:MCnc:Pt:Ser/Plas:Qn (LOINC:20437-0),6,\N
,,,,Glucose^1H post dose glucose:MCnc:Pt:Ser/Plas:Qn (LOINC:20438-8),17,\N
,,,,Glucose^30M post dose glucose:MCnc:Pt:Ser/Plas:Qn (LOINC:20439-6),0,\N
,,,,Glucose^1.5H post dose glucose:MCnc:Pt:Ser/Plas:Qn (LOINC:20440-4),0,\N
,,,,Glucose^post 50 g glucose:MCnc:Pt:Ser/Plas:Qn (LOINC:20441-2),0,\N
,,,,Glucose^105M post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:21308-2),0,\N
,,,,Glucose^45M post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:21309-0),0,\N
,,,,Glucose^75M post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:21310-8),0,\N
,,,,Glucose^15M post dose glucose:SCnc:Pt:Ser/Plas:Qn (LOINC:25663-6),0,\N
,,,,Glucose^1H post dose glucose:MCnc:Pt:Urine:Qn (LOINC:25664-4),0,\N
,,,,Glucose^1H post XXX challenge:SCnc:Pt:Ser/Plas:Qn (LOINC:25665-1),0,\N
,,,,Glucose^2.5H post dose glucose:SCnc:Pt:Ser/Plas:Qn (LOINC:25666-9),0,\N
,,,,Glucose^2H post dose glucose:MCnc:Pt:Urine:Qn (LOINC:25667-7),0,\N
,,,,Glucose^2H post XXX challenge:SCnc:Pt:Ser/Plas:Qn (LOINC:25668-5),0,\N
,,,,Glucose^3.5H post dose glucose:SCnc:Pt:Ser/Plas:Qn (LOINC:25669-3),0,\N
,,,,Glucose^30M post dose glucose:MCnc:Pt:Urine:Qn (LOINC:25670-1),0,\N
,,,,Glucose^30M post XXX challenge:SCnc:Pt:Ser/Plas:Qn (LOINC:25671-9),0,\N
,,,,Glucose^4.5H post dose glucose:SCnc:Pt:Ser/Plas:Qn (LOINC:25672-7),0,\N
,,,,Glucose^45M post dose glucose:SCnc:Pt:Ser/Plas:Qn (LOINC:25673-5),0,\N
,,,,Glucose^45M post XXX challenge:SCnc:Pt:Ser/Plas:Qn (LOINC:25674-3),0,\N
,,,,Glucose^4H post dose glucose:MCnc:Pt:Urine:Qn (LOINC:25675-0),17,\N
,,,,Glucose^5.5H post dose glucose:SCnc:Pt:Ser/Plas:Qn (LOINC:25676-8),0,\N
,,,,Glucose^6H post dose glucose:SCnc:Pt:Ser/Plas:Qn (LOINC:25677-6),0,\N
,,,,Glucose^1.5H post dose glucose:MCnc:Pt:Urine:Qn (LOINC:25678-4),0,\N
,,,,Glucose^1.5H post XXX challenge:SCnc:Pt:Ser/Plas:Qn (LOINC:25679-2),0,\N
,,,,Glucose^pre 50 g glucose PO:SCnc:Pt:Ser/Plas:Qn (LOINC:25680-0),0,\N
,,,,Glucose^2.5H post dose glucose:ACnc:Pt:Urine:Ord:Test strip (LOINC:26537-1),0,\N
,,,,Glucose^3.5H post dose glucose:ACnc:Pt:Urine:Ord:Test strip (LOINC:26538-9),0,\N
,,,,Glucose^45M post dose glucose:MCnc:Pt:Ser/Plas:Qn (LOINC:26539-7),0,\N
,,,,Glucose^3H post dose glucose:MCnc:Pt:Urine:Qn (LOINC:26540-5),0,\N
,,,,Glucose^4H post dose glucose:MCnc:Pt:Ser/Plas:Qn (LOINC:26541-3),0,\N
,,,,Glucose^5H post dose glucose:MCnc:Pt:Urine:Qn (LOINC:26542-1),1,\N
,,,,Glucose^5H post dose glucose:MCnc:Pt:Ser/Plas:Qn (LOINC:26543-9),1,\N
,,,,Glucose^6H post dose glucose:MCnc:Pt:Ser/Plas:Qn (LOINC:26544-7),1,\N
,,,,Glucose^1H post dose glucose:ACnc:Pt:Urine:Ord:Test strip (LOINC:26546-2),0,\N
,,,,Glucose^2H post dose glucose:ACnc:Pt:Urine:Ord:Test strip (LOINC:26547-0),0,\N
,,,,Glucose^30M post dose glucose:ACnc:Pt:Urine:Ord:Test strip (LOINC:26548-8),0,\N
,,,,Glucose^3H post dose glucose:ACnc:Pt:Urine:Ord:Test strip (LOINC:26549-6),0,\N
,,,,Glucose^4H post dose glucose:ACnc:Pt:Urine:Ord:Test strip (LOINC:26550-4),0,\N
,,,,Glucose^5H post dose glucose:ACnc:Pt:Urine:Ord:Test strip (LOINC:26551-2),0,\N
,,,,Glucose^6H post dose glucose:ACnc:Pt:Urine:Ord:Test strip (LOINC:26552-0),0,\N
,,,,Glucose^1.5H post dose glucose:ACnc:Pt:Urine:Ord:Test strip (LOINC:26553-8),0,\N
,,,,Glucose^2.5H post dose glucose:MCnc:Pt:Ser/Plas:Qn (LOINC:26554-6),0,\N
,,,,Glucose^3.5H post dose glucose:MCnc:Pt:Ser/Plas:Qn (LOINC:26555-3),0,\N
,,,,Glucose^7th specimen post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:26695-7),0,\N
,,,,Glucose^30M post dose lactose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:26777-3),0,\N
,,,,Glucose^1H post dose lactose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:26778-1),0,\N
,,,,Glucose^1.5H post dose lactose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:26779-9),0,\N
,,,,Glucose^2H post dose lactose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:26780-7),0,\N
,,,,Glucose^3H post dose lactose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:26781-5),0,\N
,,,,Glucose^4H post dose lactose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:26782-3),0,\N
,,,,Glucose^5H post dose lactose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:26783-1),0,\N
,,,,Glucose^11H post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:26817-7),0,\N
,,,,Glucose^7th specimen post XXX challenge:ACnc:Pt:Ser/Plas:Qn (LOINC:26853-2),0,\N
,,,,Glucose^8th specimen post XXX challenge:ACnc:Pt:Ser/Plas:Qn (LOINC:26854-0),0,\N
,,,,Glucose^8th specimen post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:27432-4),0,\N
,,,,Glucose^3.5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:29329-0),0,\N
,,,,Glucose^4H post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:29330-8),0,\N
,,,,Glucose^5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:29331-6),0,\N
,,,,Glucose^2.5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:29332-4),0,\N
,,,,Glucose^6H post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:29412-4),0,\N
,,,,Glucose^2.6H post dose glucose:SCnc:Pt:Ser/Plas:Qn (LOINC:30251-3),0,\N
,,,,Glucose^3.3H post dose glucose:SCnc:Pt:Ser/Plas:Qn (LOINC:30252-1),0,\N
,,,,Glucose^3.6H post dose glucose:SCnc:Pt:Ser/Plas:Qn (LOINC:30253-9),0,\N
,,,,Glucose^20M post dose glucose:SCnc:Pt:Ser/Plas:Qn (LOINC:30263-8),0,\N
,,,,Glucose^40M post dose glucose:SCnc:Pt:Ser/Plas:Qn (LOINC:30264-6),0,\N
,,,,Glucose^1.3H post dose glucose:SCnc:Pt:Ser/Plas:Qn (LOINC:30265-3),0,\N
,,,,Glucose^1.6H post dose glucose:SCnc:Pt:Ser/Plas:Qn (LOINC:30266-1),0,\N
,,,,Glucose^2.3H post dose glucose:SCnc:Pt:Ser/Plas:Qn (LOINC:30267-9),0,\N
,,,,Glucose^1H post 1.2 g/kg lactose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:30344-6),0,\N
,,,,Glucose^2H post 1.2 g/kg lactose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:30345-3),0,\N
,,,,Glucose^3H post 1.2 g/kg lactose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:30346-1),0,\N
,,,,Glucose^30M post 75 g glucose PO:SCnc:Pt:Ser/Plas:Qn (LOINC:32319-6),0,\N
,,,,Glucose^3H post 75 g glucose PO:SCnc:Pt:Ser/Plas:Qn (LOINC:32320-4),0,\N
,,,,Glucose^4H post 75 g glucose PO:SCnc:Pt:Ser/Plas:Qn (LOINC:32321-2),0,\N
,,,,Glucose^5H post 75 g glucose PO:SCnc:Pt:Ser/Plas:Qn (LOINC:32322-0),0,\N
,,,,Glucose^10M post dose glucose:SCnc:Pt:Ser/Plas:Qn (LOINC:32359-2),0,\N
,,,,Glucose^45M post dose lactose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:32820-3),0,\N
,,,,Glucose^30M post 1.2 g/kg lactose PO:MCnc:Pt:Ser/Plas:Qn (LOINC:33024-1),0,\N
,,,,Glucose^pre or post dose arginine:SCnc:Pt:Ser/Plas:Qn (LOINC:34056-2),0,\N
,,,,Glucose^pre or post dose clonidine:SCnc:Pt:Ser/Plas:Qn (LOINC:34057-0),0,\N
,,,,Glucose^pre or post dose glucagon:SCnc:Pt:Ser/Plas:Qn (LOINC:34058-8),0,\N
,,,,Glucose^pre or post dose glucose:SCnc:Pt:Ser/Plas:Qn (LOINC:34059-6),0,\N
,,,,Glucose^pre or post dose insulin:SCnc:Pt:Ser/Plas:Qn (LOINC:34060-4),0,\N
,,,,Glucose^post CFst:MSCnc:Pt:Ser/Plas:Qn (LOINC:35184-1),0,\N
,,,,Glucose^1st specimen post dose lactose:MCnc:Pt:Ser/Plas:Qn (LOINC:39561-6),0,\N
,,,,Glucose^2nd specimen post dose lactose:MCnc:Pt:Ser/Plas:Qn (LOINC:39562-4),0,\N
,,,,Glucose^3rd specimen post dose lactose:MCnc:Pt:Ser/Plas:Qn (LOINC:39563-2),0,\N
,,,,Glucose^pre XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:39997-2),0,\N
,,,,Glucose^30M pre XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:39998-0),0,\N
,,,,Glucose^15M pre XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:39999-8),0,\N
,,,,Glucose^5M pre XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:40000-2),0,\N
,,,,Glucose^5M post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:40001-0),0,\N
,,,,Glucose^80M post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:40002-8),0,\N
,,,,Glucose^1.5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:40003-6),0,\N
,,,,Glucose^100M post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:40004-4),0,\N
,,,,Glucose^110M post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:40005-1),0,\N
,,,,Glucose^8.5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:40006-9),0,\N
,,,,Glucose^9.5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:40007-7),0,\N
,,,,Glucose^11.5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:40008-5),0,\N
,,,,Glucose^12.5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:40009-3),0,\N
,,,,Glucose^13H post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:40010-1),0,\N
,,,,Glucose^13.5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:40011-9),0,\N
,,,,Glucose^14H post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:40012-7),0,\N
,,,,Glucose^15.5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:40013-5),0,\N
,,,,Glucose^16H post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:40014-3),0,\N
,,,,Glucose^17.5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:40015-0),0,\N
,,,,Glucose^18H post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:40016-8),0,\N
,,,,Glucose^18.5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:40017-6),0,\N
,,,,Glucose^19.5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn (LOINC:40018-4),0,\N
